onset	duration	trial_type	hand	congruency	direction	ball_color	hit
2.271484375	1.0	premove	right	incongruent	left	yellow	0
3.271484375	1.55078125	execution	right	incongruent	left	yellow	1
4.822265625	0.0	hit	right	incongruent	left	yellow	1
7.388671875	1.0	premove	right	congruent	left	red	0
8.388671875	2.232421875	execution	right	congruent	left	red	1
10.62109375	0.0	hit	right	congruent	left	red	1
13.5380859375	1.0	premove	right	incongruent	right	yellow	0
14.5380859375	1.9833984375	execution	right	incongruent	right	yellow	1
16.521484375	0.0	hit	right	incongruent	right	yellow	1
19.0380859375	1.0	premove	right	congruent	right	red	0
20.0380859375	1.5830078125	execution	right	congruent	right	red	1
21.62109375	0.0	hit	right	congruent	right	red	1
23.98828125	1.0	premove	right	incongruent	left	yellow	0
24.98828125	1.6162109375	execution	right	incongruent	left	yellow	1
26.6044921875	0.0	hit	right	incongruent	left	yellow	1
68.8359375	1.0	premove	right	congruent	left	red	0
69.8359375	1.9990234375	execution	right	congruent	left	red	1
71.8349609375	0.0	hit	right	congruent	left	red	1
74.40234375	1.0	premove	right	incongruent	right	yellow	0
75.40234375	2.166015625	execution	right	incongruent	right	yellow	1
77.568359375	0.0	hit	right	incongruent	right	yellow	1
80.1025390625	1.0009765625	premove	right	congruent	right	red	0
81.103515625	1.9482421875	execution	right	congruent	right	red	1
83.0517578125	0.0	hit	right	congruent	right	red	1
85.701171875	1.0	premove	right	incongruent	left	yellow	0
86.701171875	1.6669921875	execution	right	incongruent	left	yellow	1
88.3681640625	0.0	hit	right	incongruent	left	yellow	1
103.951171875	1.0	premove	right	congruent	left	red	0
104.951171875	1.7158203125	execution	right	congruent	left	red	1
106.6669921875	0.0	hit	right	congruent	left	red	1
120.849609375	1.0	premove	right	incongruent	right	yellow	0
121.849609375	1.93359375	execution	right	incongruent	right	yellow	1
123.783203125	0.0	hit	right	incongruent	right	yellow	1
126.283203125	1.0	premove	right	congruent	right	red	0
127.283203125	2.1494140625	execution	right	congruent	right	red	1
129.4326171875	0.0	hit	right	congruent	right	red	1
131.916015625	1.0	premove	right	incongruent	left	yellow	0
132.916015625	1.8330078125	execution	right	incongruent	left	yellow	1
134.7490234375	0.0	hit	right	incongruent	left	yellow	1
158.814453125	1.001953125	premove	right	congruent	left	red	0
159.81640625	2.015625	execution	right	congruent	left	red	1
161.83203125	0.0	hit	right	congruent	left	red	1
164.1982421875	1.0	premove	right	incongruent	right	yellow	0
165.1982421875	1.9990234375	execution	right	incongruent	right	yellow	1
167.197265625	0.0	hit	right	incongruent	right	yellow	1
169.5478515625	1.0	premove	right	congruent	right	red	0
170.5478515625	2.166015625	execution	right	congruent	right	red	1
172.7138671875	0.0	hit	right	congruent	right	red	1
175.1806640625	1.0	premove	right	incongruent	left	yellow	0
176.1806640625	3.4833984375	execution	right	incongruent	left	yellow	1
179.6640625	0.0	hit	right	incongruent	left	yellow	1
182.3310546875	1.0	premove	right	congruent	left	red	0
183.3310546875	2.099609375	execution	right	congruent	left	red	1
185.4306640625	0.0	hit	right	congruent	left	red	1
187.947265625	1.0	premove	right	incongruent	right	yellow	0
188.947265625	2.16796875	execution	right	incongruent	right	yellow	1
191.115234375	0.0	hit	right	incongruent	right	yellow	1
193.4306640625	0.9990234375	premove	right	congruent	right	red	0
194.4296875	1.7353515625	execution	right	congruent	right	red	1
196.1650390625	0.0	hit	right	congruent	right	red	1
198.546875	0.9990234375	premove	right	incongruent	left	yellow	0
199.5458984375	2.0166015625	execution	right	incongruent	left	yellow	1
201.5625	0.0	hit	right	incongruent	left	yellow	1
204.1494140625	0.9990234375	premove	right	congruent	left	red	0
205.1484375	2.046875	execution	right	congruent	left	red	1
207.1953125	0.0	hit	right	congruent	left	red	1
209.6962890625	1.0	premove	right	incongruent	right	yellow	0
210.6962890625	1.849609375	execution	right	incongruent	right	yellow	1
212.5458984375	0.0	hit	right	incongruent	right	yellow	1
214.87890625	1.0	premove	right	congruent	right	red	0
215.87890625	1.75	execution	right	congruent	right	red	1
217.62890625	0.0	hit	right	congruent	right	red	1
219.9951171875	1.0	premove	right	incongruent	left	yellow	0
220.9951171875	2.0166015625	execution	right	incongruent	left	yellow	1
223.01171875	0.0	hit	right	incongruent	left	yellow	1
225.3955078125	1.0	premove	right	congruent	left	red	0
226.3955078125	2.0166015625	execution	right	congruent	left	red	1
228.412109375	0.0	hit	right	congruent	left	red	1
230.8115234375	1.0	premove	right	incongruent	right	yellow	0
231.8115234375	2.099609375	execution	right	incongruent	right	yellow	1
233.9111328125	0.0	hit	right	incongruent	right	yellow	1
236.4287109375	1.0	premove	right	congruent	right	red	0
237.4287109375	1.9013671875	execution	right	congruent	right	red	1
239.330078125	0.0	hit	right	congruent	right	red	1
241.7607421875	1.0	premove	right	incongruent	left	yellow	0
242.7607421875	2.18359375	execution	right	incongruent	left	yellow	1
244.9443359375	0.0	hit	right	incongruent	left	yellow	1
247.2939453125	1.0	premove	right	congruent	left	red	0
248.2939453125	2.0166015625	execution	right	congruent	left	red	1
250.310546875	0.0	hit	right	congruent	left	red	1
252.7109375	1.0	premove	right	incongruent	right	yellow	0
253.7109375	2.2490234375	execution	right	incongruent	right	yellow	1
255.9599609375	0.0	hit	right	incongruent	right	yellow	1
258.576171875	1.0009765625	premove	right	congruent	right	red	0
