time	ball_x_pix	ball_color	move_direct	trial	hit	hand
2.544138099998236	-195.00703125	"""yellow"""	"""left"""	0	False	left
2.5595640999963507	-199.9941650390625	"""yellow"""	"""left"""	0	False	left
2.5763088000239804	-209.01223754882807	"""yellow"""	"""left"""	0	False	left
2.592810000060126	-213.406640625	"""yellow"""	"""left"""	0	False	left
2.609513800009154	-220.9808349609375	"""yellow"""	"""left"""	0	False	left
2.6263256000820547	-223.9290344238281	"""yellow"""	"""left"""	0	False	left
2.643040499999188	-229.4882995605469	"""yellow"""	"""left"""	0	False	left
2.659711700049229	-232.2591796875	"""yellow"""	"""left"""	0	False	left
2.676155099994503	-238.29669799804685	"""yellow"""	"""left"""	0	False	left
2.6929269999964163	-241.5195556640625	"""yellow"""	"""left"""	0	False	left
2.7094607000472024	-247.33194580078123	"""yellow"""	"""left"""	0	False	left
2.72609230002854	-249.97272949218748	"""yellow"""	"""left"""	0	False	left
2.7429348001023754	-255.06060791015625	"""yellow"""	"""left"""	0	False	left
2.7594314001034945	-257.740283203125	"""yellow"""	"""left"""	0	False	left
2.7762933000922203	-263.5077392578125	"""yellow"""	"""left"""	0	False	left
2.7928597000427544	-266.7542724609375	"""yellow"""	"""left"""	0	False	left
2.8095569000579417	-274.660986328125	"""yellow"""	"""left"""	0	False	left
2.8261822999920696	-278.4293518066406	"""yellow"""	"""left"""	0	False	left
2.842803700012155	-286.6903564453125	"""yellow"""	"""left"""	0	False	left
2.859621400013566	-291.2035034179688	"""yellow"""	"""left"""	0	False	left
2.8764145000604917	-301.2330688476562	"""yellow"""	"""left"""	0	False	left
2.893175700097345	-306.41433105468747	"""yellow"""	"""left"""	0	False	left
2.909563400084153	-317.0771118164062	"""yellow"""	"""left"""	0	False	left
2.9261601000325754	-322.2189697265625	"""yellow"""	"""left"""	0	False	left
2.943804300040938	-332.3507080078125	"""yellow"""	"""left"""	0	False	left
2.9594998999964446	-336.9873779296875	"""yellow"""	"""left"""	0	False	left
2.9756550000747666	-346.975048828125	"""yellow"""	"""left"""	0	False	left
