onset	duration	trial_type	hand	congruency	direction	ball_color	hit
15.5439453125	1.0	premove	right	congruent	right	red	0
16.5439453125	3.5	execution	right	congruent	right	red	1
20.0439453125	0.0	hit	right	congruent	right	red	1
25.1953125	1.0	premove	right	incongruent	left	yellow	0
26.1953125	2.498046875	execution	right	incongruent	left	yellow	1
28.693359375	0.0	hit	right	incongruent	left	yellow	1
32.8935546875	1.0	premove	right	congruent	left	red	0
33.8935546875	3.2841796875	execution	right	congruent	left	red	1
37.177734375	0.0	hit	right	congruent	left	red	1
42.2431640625	1.0	premove	right	incongruent	right	yellow	0
43.2431640625	3.7333984375	execution	right	incongruent	right	yellow	1
46.9765625	0.0	hit	right	incongruent	right	yellow	1
53.076171875	1.0	premove	right	congruent	right	red	0
54.076171875	2.4833984375	execution	right	congruent	right	red	1
56.5595703125	0.0	hit	right	congruent	right	red	1
62.5419921875	1.01953125	premove	right	congruent	left	red	0
63.5615234375	3.447265625	execution	right	congruent	left	red	1
67.0087890625	0.0	hit	right	congruent	left	red	1
71.4580078125	1.0029296875	premove	right	incongruent	left	yellow	0
72.4609375	3.0986328125	execution	right	incongruent	left	yellow	1
75.5595703125	0.0	hit	right	incongruent	left	yellow	1
81.708984375	0.9990234375	premove	right	incongruent	left	yellow	0
82.7080078125	3.349609375	execution	right	incongruent	left	yellow	1
86.0576171875	0.0	hit	right	incongruent	left	yellow	1
91.7412109375	1.0	premove	right	congruent	right	red	0
92.7412109375	4.1337890625	execution	right	congruent	right	red	1
96.875	0.0	hit	right	congruent	right	red	1
102.92578125	1.0	premove	right	incongruent	right	yellow	0
103.92578125	2.59765625	execution	right	incongruent	right	yellow	1
106.5234375	0.0	hit	right	incongruent	right	yellow	1
112.6728515625	1.0	premove	right	congruent	left	red	0
113.6728515625	3.3017578125	execution	right	congruent	left	red	1
116.974609375	0.0	hit	right	congruent	left	red	1
122.65625	1.0	premove	right	incongruent	right	yellow	0
123.65625	2.765625	execution	right	incongruent	right	yellow	1
126.421875	0.0	hit	right	incongruent	right	yellow	1
131.439453125	0.9990234375	premove	right	incongruent	left	yellow	0
132.4384765625	2.71875	execution	right	incongruent	left	yellow	1
135.1572265625	0.0	hit	right	incongruent	left	yellow	1
140.2734375	1.0	premove	right	congruent	left	red	0
141.2734375	2.931640625	execution	right	congruent	left	red	1
144.205078125	0.0	hit	right	congruent	left	red	1
149.6376953125	1.0	premove	right	congruent	right	red	0
150.6376953125	3.06640625	execution	right	congruent	right	red	1
153.7041015625	0.0	hit	right	congruent	right	red	1
158.8037109375	1.0	premove	right	incongruent	left	yellow	0
159.8037109375	3.283203125	execution	right	incongruent	left	yellow	1
163.0869140625	0.0	hit	right	incongruent	left	yellow	1
168.3203125	1.0	premove	right	congruent	right	red	0
169.3203125	3.3505859375	execution	right	congruent	right	red	1
172.6708984375	0.0	hit	right	congruent	right	red	1
178.169921875	1.0	premove	right	incongruent	right	yellow	0
179.169921875	3.31640625	execution	right	incongruent	right	yellow	1
182.486328125	0.0	hit	right	incongruent	right	yellow	1
188.203125	1.0	premove	right	congruent	left	red	0
189.203125	4.1494140625	execution	right	congruent	left	red	1
193.3525390625	0.0	hit	right	congruent	left	red	1
197.8876953125	1.0	premove	right	congruent	left	red	0
198.8876953125	3.78125	execution	right	congruent	left	red	1
202.6689453125	0.0	hit	right	congruent	left	red	1
209.00390625	1.0	premove	right	congruent	right	red	0
210.00390625	3.498046875	execution	right	congruent	right	red	1
213.501953125	0.0	hit	right	congruent	right	red	1
218.501953125	1.0	premove	right	incongruent	right	yellow	0
219.501953125	3.4326171875	execution	right	incongruent	right	yellow	1
222.9345703125	0.0	hit	right	incongruent	right	yellow	1
227.9345703125	1.0	premove	right	incongruent	left	yellow	0
228.9345703125	3.982421875	execution	right	incongruent	left	yellow	1
232.9169921875	0.0	hit	right	incongruent	left	yellow	1
238.78515625	0.9990234375	premove	right	congruent	right	red	0
239.7841796875	3.416015625	execution	right	congruent	right	red	1
243.2001953125	0.0	hit	right	congruent	right	red	1
249.6328125	1.0009765625	premove	right	incongruent	left	yellow	0
250.6337890625	2.9326171875	execution	right	incongruent	left	yellow	1
253.56640625	0.0	hit	right	incongruent	left	yellow	1
258.666015625	1.0	premove	right	incongruent	right	yellow	0
259.666015625	3.56640625	execution	right	incongruent	right	yellow	1
263.232421875	0.0	hit	right	incongruent	right	yellow	1
268.4326171875	1.0	premove	right	congruent	left	red	0
269.4326171875	4.666015625	execution	right	congruent	left	red	1
274.0986328125	0.0	hit	right	congruent	left	red	1
280.3837890625	1.015625	premove	right	incongruent	left	yellow	0
281.3994140625	3.265625	execution	right	incongruent	left	yellow	1
284.6650390625	0.0	hit	right	incongruent	left	yellow	1
290.1474609375	1.0009765625	premove	right	incongruent	right	yellow	0
291.1484375	3.3828125	execution	right	incongruent	right	yellow	1
