onset	duration	trial_type	hand	congruency	direction	ball_color	hit
9.7763671875	1.0	premove	left	congruent	left	red	0
10.7763671875	3.2001953125	execution	left	congruent	left	red	1
13.9765625	0.0	hit	left	congruent	left	red	1
18.208984375	1.0	premove	left	incongruent	right	yellow	0
19.208984375	0.0	execution	left	incongruent	right	yellow	1
25.8759765625	0.9990234375	premove	left	congruent	right	red	0
26.875	3.216796875	execution	left	congruent	right	red	1
30.091796875	0.0	hit	left	incongruent	right	yellow	1
30.091796875	0.0	hit	left	congruent	right	red	1
33.6923828125	1.0	premove	left	incongruent	left	yellow	0
34.6923828125	3.1826171875	execution	left	incongruent	left	yellow	1
37.875	0.0	hit	left	incongruent	left	yellow	1
41.3916015625	1.0	premove	left	congruent	left	red	0
42.3916015625	3.099609375	execution	left	congruent	left	red	1
45.4912109375	0.0	hit	left	congruent	left	red	1
49.3408203125	1.0	premove	left	incongruent	right	yellow	0
50.3408203125	3.033203125	execution	left	incongruent	right	yellow	1
53.3740234375	0.0	hit	left	incongruent	right	yellow	1
56.9404296875	1.0029296875	premove	left	congruent	right	red	0
57.943359375	3.3642578125	execution	left	congruent	right	red	1
61.3076171875	0.0	hit	left	congruent	right	red	1
64.8740234375	1.0	premove	left	incongruent	left	yellow	0
65.8740234375	3.6328125	execution	left	incongruent	left	yellow	1
69.5068359375	0.0	hit	left	incongruent	left	yellow	1
72.873046875	1.0	premove	left	congruent	left	red	0
73.873046875	3.349609375	execution	left	congruent	left	red	1
77.22265625	0.0	hit	left	congruent	left	red	1
80.439453125	1.001953125	premove	left	incongruent	right	yellow	0
81.44140625	3.431640625	execution	left	incongruent	right	yellow	1
84.873046875	0.0	hit	left	incongruent	right	yellow	1
88.0224609375	1.0	premove	left	congruent	right	red	0
89.0224609375	2.849609375	execution	left	congruent	right	red	1
91.8720703125	0.0	hit	left	congruent	right	red	1
94.9892578125	1.0	premove	left	incongruent	left	yellow	0
95.9892578125	3.033203125	execution	left	incongruent	left	yellow	1
99.0224609375	0.0	hit	left	incongruent	left	yellow	1
102.5556640625	1.0	premove	left	congruent	left	red	0
103.5556640625	3.3330078125	execution	left	congruent	left	red	1
106.888671875	0.0	hit	left	congruent	left	red	1
110.0888671875	1.0	premove	left	incongruent	right	yellow	0
111.0888671875	2.8994140625	execution	left	incongruent	right	yellow	1
113.98828125	0.0	hit	left	incongruent	right	yellow	1
117.1044921875	1.0	premove	left	congruent	right	red	0
118.1044921875	3.150390625	execution	left	congruent	right	red	1
121.2548828125	0.0	hit	left	congruent	right	red	1
124.4208984375	1.0	premove	left	incongruent	left	yellow	0
125.4208984375	3.1328125	execution	left	incongruent	left	yellow	1
128.5537109375	0.0	hit	left	incongruent	left	yellow	1
131.8212890625	1.0	premove	left	congruent	left	red	0
132.8212890625	2.7822265625	execution	left	congruent	left	red	1
135.603515625	0.0	hit	left	congruent	left	red	1
138.8876953125	0.9990234375	premove	left	incongruent	right	yellow	0
139.88671875	2.599609375	execution	left	incongruent	right	yellow	1
142.486328125	0.0	hit	left	incongruent	right	yellow	1
145.537109375	1.0	premove	left	congruent	right	red	0
146.537109375	3.232421875	execution	left	congruent	right	red	1
149.76953125	0.0	hit	left	congruent	right	red	1
152.9033203125	1.0	premove	left	incongruent	left	yellow	0
153.9033203125	2.916015625	execution	left	incongruent	left	yellow	1
156.8193359375	0.0	hit	left	incongruent	left	yellow	1
160.5693359375	1.0	premove	left	congruent	left	red	0
161.5693359375	3.150390625	execution	left	congruent	left	red	1
164.7197265625	0.0	hit	left	congruent	left	red	1
168.3857421875	1.0	premove	left	incongruent	right	yellow	0
169.3857421875	2.7158203125	execution	left	incongruent	right	yellow	1
172.1015625	0.0	hit	left	incongruent	right	yellow	1
175.65234375	1.0	premove	left	congruent	right	red	0
176.65234375	3.1494140625	execution	left	congruent	right	red	1
179.8017578125	0.0	hit	left	congruent	right	red	1
183.634765625	1.0	premove	left	incongruent	left	yellow	0
184.634765625	2.416015625	execution	left	incongruent	left	yellow	1
187.05078125	0.0	hit	left	incongruent	left	yellow	1
190.369140625	1.0	premove	left	congruent	left	red	0
191.369140625	2.5146484375	execution	left	congruent	left	red	1
193.8837890625	0.0	hit	left	congruent	left	red	1
197.3857421875	1.0146484375	premove	left	incongruent	right	yellow	0
198.400390625	2.6005859375	execution	left	incongruent	right	yellow	1
201.0009765625	0.0	hit	left	incongruent	right	yellow	1
204.4169921875	1.0009765625	premove	left	congruent	right	red	0
205.41796875	2.7822265625	execution	left	congruent	right	red	1
208.2001953125	0.0	hit	left	congruent	right	red	1
211.5517578125	0.9990234375	premove	left	incongruent	left	yellow	0
212.55078125	3.8828125	execution	left	incongruent	left	yellow	1
216.43359375	0.0	hit	left	incongruent	left	yellow	1
219.900390625	0.9990234375	premove	left	congruent	left	red	0
220.8994140625	3.0341796875	execution	left	congruent	left	red	1
223.93359375	0.0	hit	left	congruent	left	red	1
227.216796875	0.9990234375	premove	left	incongruent	right	yellow	0
228.2158203125	2.6328125	execution	left	incongruent	right	yellow	1
230.8486328125	0.0	hit	left	incongruent	right	yellow	1
233.951171875	0.998046875	premove	left	congruent	right	red	0
234.94921875	2.8994140625	execution	left	congruent	right	red	1
237.8486328125	0.0	hit	left	congruent	right	red	1
241.482421875	1.0	premove	left	incongruent	left	yellow	0
242.482421875	3.833984375	execution	left	incongruent	left	yellow	1
246.31640625	0.0	hit	left	incongruent	left	yellow	1
249.732421875	1.0	premove	left	congruent	left	red	0
250.732421875	2.8173828125	execution	left	congruent	left	red	1
253.5498046875	0.0	hit	left	congruent	left	red	1
257.0146484375	1.0	premove	left	incongruent	right	yellow	0
258.0146484375	2.4189453125	execution	left	incongruent	right	yellow	1
260.43359375	0.0	hit	left	incongruent	right	yellow	1
263.84765625	1.0009765625	premove	left	congruent	right	red	0
264.8486328125	3.015625	execution	left	congruent	right	red	1
267.8642578125	0.0	hit	left	congruent	right	red	1
271.53125	1.0	premove	left	incongruent	left	yellow	0
272.53125	2.9658203125	execution	left	incongruent	left	yellow	1
275.4970703125	0.0	hit	left	incongruent	left	yellow	1
278.4638671875	1.0	premove	left	congruent	left	red	0
279.4638671875	3.166015625	execution	left	congruent	left	red	1
282.6298828125	0.0	hit	left	congruent	left	red	1
286.8818359375	0.998046875	premove	left	incongruent	right	yellow	0
287.8798828125	2.7333984375	execution	left	incongruent	right	yellow	1
290.61328125	0.0	hit	left	incongruent	right	yellow	1
293.646484375	1.0	premove	left	congruent	right	red	0
294.646484375	2.81640625	execution	left	congruent	right	red	1
297.462890625	0.0	hit	left	congruent	right	red	1
300.896484375	1.0	premove	left	congruent	right	red	0
301.896484375	3.318359375	execution	left	congruent	right	red	1
305.21484375	0.0	hit	left	congruent	right	red	1
