onset	duration	trial_type	hand	congruency	direction	ball_color	hit
8.556640625	1.0	premove	right	incongruent	left	yellow	0
9.556640625	2.31640625	execution	right	incongruent	left	yellow	1
11.873046875	0.0	hit	right	incongruent	left	yellow	1
15.4228515625	1.0009765625	premove	right	congruent	left	red	0
16.423828125	1.58203125	execution	right	congruent	left	red	1
18.005859375	0.0	hit	right	congruent	left	red	1
20.939453125	1.0	premove	right	incongruent	right	yellow	0
21.939453125	2.0830078125	execution	right	incongruent	right	yellow	1
24.0224609375	0.0	hit	right	incongruent	right	yellow	1
27.6396484375	1.0	premove	right	congruent	right	red	0
28.6396484375	2.0322265625	execution	right	congruent	right	red	1
30.671875	0.0	hit	right	congruent	right	red	1
34.689453125	1.0	premove	right	incongruent	left	yellow	0
35.689453125	1.615234375	execution	right	incongruent	left	yellow	1
37.3046875	0.0	hit	right	incongruent	left	yellow	1
41.322265625	1.0	premove	right	congruent	left	red	0
42.322265625	1.3662109375	execution	right	congruent	left	red	1
43.6884765625	0.0	hit	right	congruent	left	red	1
46.85546875	0.9990234375	premove	right	incongruent	right	yellow	0
47.8544921875	1.5166015625	execution	right	incongruent	right	yellow	1
49.37109375	0.0	hit	right	incongruent	right	yellow	1
53.021484375	1.0	premove	right	congruent	right	red	0
54.021484375	2.0830078125	execution	right	congruent	right	red	1
56.1044921875	0.0	hit	right	congruent	right	red	1
60.2548828125	1.0	premove	right	incongruent	left	yellow	0
61.2548828125	1.7822265625	execution	right	incongruent	left	yellow	1
63.037109375	0.0	hit	right	incongruent	left	yellow	1
66.87109375	1.0	premove	right	congruent	left	red	0
67.87109375	1.916015625	execution	right	congruent	left	red	1
69.787109375	0.0	hit	right	congruent	left	red	1
73.6044921875	1.0	premove	right	incongruent	right	yellow	0
74.6044921875	1.4990234375	execution	right	incongruent	right	yellow	1
76.103515625	0.0	hit	right	incongruent	right	yellow	1
79.353515625	1.0	premove	right	congruent	right	red	0
80.353515625	1.6494140625	execution	right	congruent	right	red	1
82.0029296875	0.0	hit	right	congruent	right	red	1
86.5869140625	1.0	premove	right	incongruent	left	yellow	0
87.5869140625	1.6162109375	execution	right	incongruent	left	yellow	1
89.203125	0.0	hit	right	incongruent	left	yellow	1
93.0693359375	1.0009765625	premove	right	congruent	left	red	0
94.0703125	1.4658203125	execution	right	congruent	left	red	1
95.5361328125	0.0	hit	right	congruent	left	red	1
98.9365234375	1.0	premove	right	incongruent	right	yellow	0
99.9365234375	1.4990234375	execution	right	incongruent	right	yellow	1
101.435546875	0.0	hit	right	incongruent	right	yellow	1
104.869140625	1.0	premove	right	congruent	right	red	0
105.869140625	1.7998046875	execution	right	congruent	right	red	1
107.6689453125	0.0	hit	right	congruent	right	red	1
112.4853515625	1.0	premove	right	incongruent	left	yellow	0
113.4853515625	2.56640625	execution	right	incongruent	left	yellow	1
116.0517578125	0.0	hit	right	incongruent	left	yellow	1
120.16796875	1.0	premove	right	congruent	left	red	0
121.16796875	1.7001953125	execution	right	congruent	left	red	1
122.8681640625	0.0	hit	right	congruent	left	red	1
128.4853515625	0.9990234375	premove	right	incongruent	right	yellow	0
129.484375	1.9169921875	execution	right	incongruent	right	yellow	1
131.4013671875	0.0	hit	right	incongruent	right	yellow	1
135.017578125	1.0	premove	right	congruent	right	red	0
136.017578125	1.94921875	execution	right	congruent	right	red	1
137.966796875	0.0	hit	right	congruent	right	red	1
144.9677734375	0.9990234375	premove	right	incongruent	left	yellow	0
145.966796875	1.9501953125	execution	right	incongruent	left	yellow	1
147.9169921875	0.0	hit	right	incongruent	left	yellow	1
152.1669921875	1.0	premove	right	congruent	left	red	0
153.1669921875	1.5830078125	execution	right	congruent	left	red	1
154.75	0.0	hit	right	congruent	left	red	1
158.2998046875	1.0	premove	right	incongruent	right	yellow	0
159.2998046875	1.783203125	execution	right	incongruent	right	yellow	1
161.0830078125	0.0	hit	right	incongruent	right	yellow	1
165.166015625	1.0	premove	right	congruent	right	red	0
166.166015625	2.0830078125	execution	right	congruent	right	red	1
168.2490234375	0.0	hit	right	congruent	right	red	1
173.6494140625	0.9990234375	premove	right	incongruent	left	yellow	0
174.6484375	2.5673828125	execution	right	incongruent	left	yellow	1
177.2158203125	0.0	hit	right	incongruent	left	yellow	1
181.83203125	1.0	premove	right	congruent	left	red	0
182.83203125	1.93359375	execution	right	congruent	left	red	1
184.765625	0.0	hit	right	congruent	left	red	1
188.08203125	1.0	premove	right	incongruent	right	yellow	0
189.08203125	1.9658203125	execution	right	incongruent	right	yellow	1
191.0478515625	0.0	hit	right	incongruent	right	yellow	1
194.8486328125	1.0	premove	right	congruent	right	red	0
195.8486328125	1.69921875	execution	right	congruent	right	red	1
197.5478515625	0.0	hit	right	congruent	right	red	1
201.4814453125	1.0	premove	right	incongruent	left	yellow	0
202.4814453125	1.765625	execution	right	incongruent	left	yellow	1
204.2470703125	0.0	hit	right	incongruent	left	yellow	1
