time	ball_x_pix	ball_color	move_direct	trial	hit	hand
4.116037300002063	-31.491989135742188	"""yellow"""	"""right"""	0	False	right
4.131379600003129	-31.210235595703125	"""yellow"""	"""right"""	0	False	right
4.1477366000035545	-31.0842041015625	"""yellow"""	"""right"""	0	False	right
4.164469100011047	-31.464614868164062	"""yellow"""	"""right"""	0	False	right
4.181068200006848	-31.080908203125	"""yellow"""	"""right"""	0	False	right
4.197870500007412	-31.03319091796875	"""yellow"""	"""right"""	0	False	right
4.214561200002208	-31.555728149414065	"""yellow"""	"""right"""	0	False	right
4.231270900010713	-31.029052734375	"""yellow"""	"""right"""	0	False	right
4.247948100004578	-30.76046447753906	"""yellow"""	"""right"""	0	False	right
4.264445799999521	-31.435134887695312	"""yellow"""	"""right"""	0	False	right
4.281129000009969	-31.158197021484373	"""yellow"""	"""right"""	0	False	right
4.29773250001017	-30.947625732421876	"""yellow"""	"""right"""	0	False	right
4.314509000003454	-31.41429748535156	"""yellow"""	"""right"""	0	False	right
4.331075200010673	-30.865493774414062	"""yellow"""	"""right"""	0	False	right
4.347781400007079	-30.222857666015624	"""yellow"""	"""right"""	0	False	right
4.364369900009478	-30.576708984375	"""yellow"""	"""right"""	0	False	right
4.381055600009859	-30.20992126464844	"""yellow"""	"""right"""	0	False	right
4.39790370000992	-29.601397705078124	"""yellow"""	"""right"""	0	False	right
4.41455310001038	-29.81765441894531	"""yellow"""	"""right"""	0	False	right
4.4312644000019645	-28.87261047363281	"""yellow"""	"""right"""	0	False	right
4.447927300003357	-27.47413330078125	"""yellow"""	"""right"""	0	False	right
4.464660600002389	-26.936114501953124	"""yellow"""	"""right"""	0	False	right
4.481057700002566	-24.976144409179685	"""yellow"""	"""right"""	0	False	right
4.497793200003798	-22.746469116210932	"""yellow"""	"""right"""	0	False	right
4.514529700012645	-22.037594604492188	"""yellow"""	"""right"""	0	False	right
4.531319000001531	-19.891964721679688	"""yellow"""	"""right"""	0	False	right
4.547770900011528	-17.366802978515626	"""yellow"""	"""right"""	0	False	right
4.564461300004041	-16.343270874023435	"""yellow"""	"""right"""	0	False	right
4.582560900002136	-14.341287231445312	"""yellow"""	"""right"""	0	False	right
4.59722180000972	-12.729949951171877	"""yellow"""	"""right"""	0	False	right
4.613933700005873	-9.963748168945312	"""yellow"""	"""right"""	0	False	right
4.633484800011502	-5.469085693359375	"""yellow"""	"""right"""	0	False	right
4.64901190000819	-1.9062927246093748	"""yellow"""	"""right"""	0	False	right
4.665362300002016	0.4756347656249999	"""yellow"""	"""right"""	0	False	right
4.680958900004043	1.363623046875	"""yellow"""	"""right"""	0	False	right
4.699311700009275	4.9719909667968745	"""yellow"""	"""right"""	0	False	right
4.716349499998614	7.238543701171874	"""yellow"""	"""right"""	0	False	right
4.730957400010084	8.46947021484375	"""yellow"""	"""right"""	0	False	right
4.750136100003147	14.414776611328124	"""yellow"""	"""right"""	0	False	right
4.767122100005508	17.851409912109375	"""yellow"""	"""right"""	0	False	right
4.780869400012307	19.366259765625	"""yellow"""	"""right"""	0	False	right
4.79802610000479	23.910443115234376	"""yellow"""	"""right"""	0	False	right
4.814356400005636	28.660015869140626	"""yellow"""	"""right"""	0	False	right
4.831487200004631	32.4544189453125	"""yellow"""	"""right"""	0	False	right
4.848228000002564	36.83435668945312	"""yellow"""	"""right"""	0	False	right
4.864366800000425	41.62406616210937	"""yellow"""	"""right"""	0	False	right
4.881277600012254	46.50715942382812	"""yellow"""	"""right"""	0	False	right
4.898014000005787	52.79117431640625	"""yellow"""	"""right"""	0	False	right
4.9141122000000905	58.56432495117187	"""yellow"""	"""right"""	0	False	right
4.931239300000016	63.46853027343749	"""yellow"""	"""right"""	0	False	right
4.947867000009865	68.6502685546875	"""yellow"""	"""right"""	0	False	right
4.964641800004756	73.96285400390624	"""yellow"""	"""right"""	0	False	right
4.981305200009956	79.40388793945313	"""yellow"""	"""right"""	0	False	right
4.997854300003382	85.76273803710937	"""yellow"""	"""right"""	0	False	right
5.014437800011365	93.83525390625	"""yellow"""	"""right"""	0	False	right
5.031238100011251	101.43834228515624	"""yellow"""	"""right"""	0	False	right
5.047818100007135	110.01721801757812	"""yellow"""	"""right"""	0	False	right
5.06463839999924	119.25151977539062	"""yellow"""	"""right"""	0	False	right
5.08131819999835	129.33630981445313	"""yellow"""	"""right"""	0	False	right
5.097802400006913	139.1542785644531	"""yellow"""	"""right"""	0	False	right
5.114674500000547	148.73408203124998	"""yellow"""	"""right"""	0	False	right
5.131205099998624	159.11579589843748	"""yellow"""	"""right"""	0	False	right
5.147805600005086	169.97285156249998	"""yellow"""	"""right"""	0	False	right
5.16455680000945	181.54742431640625	"""yellow"""	"""right"""	0	False	right
5.181154800011427	193.67677001953123	"""yellow"""	"""right"""	0	False	right
5.197915299999295	206.9208251953125	"""yellow"""	"""right"""	0	False	right
5.214621899998747	220.60543212890624	"""yellow"""	"""right"""	0	False	right
5.231285400004708	232.8542358398437	"""yellow"""	"""right"""	0	False	right
5.247774600007688	244.17828369140625	"""yellow"""	"""right"""	0	False	right
5.264578700007405	256.16799316406247	"""yellow"""	"""right"""	0	False	right
5.281259000010323	267.84986572265626	"""yellow"""	"""right"""	0	False	right
5.297976900008507	279.7505859375	"""yellow"""	"""right"""	0	False	right
5.314457400003448	292.5582275390625	"""yellow"""	"""right"""	0	False	right
5.331260600010864	304.26002197265626	"""yellow"""	"""right"""	0	False	right
5.347819000002346	315.1536987304688	"""yellow"""	"""right"""	0	False	right
5.364560800007894	324.8646606445312	"""yellow"""	"""right"""	0	False	right
5.381201399999554	335.40186767578126	"""yellow"""	"""right"""	0	False	right
5.397911000007298	345.62420654296875	"""yellow"""	"""right"""	0	False	right
5.414449700008845	356.5404052734375	"""yellow"""	"""right"""	0	False	right
5.431210000009742	366.1359008789062	"""yellow"""	"""right"""	0	False	right
5.447872900011134	376.0884155273437	"""yellow"""	"""right"""	0	False	right
5.464890100003686	385.6902099609375	"""yellow"""	"""right"""	0	False	right
5.480988399998751	394.8388549804688	"""yellow"""	"""right"""	0	False	right
5.497694900011993	403.810107421875	"""yellow"""	"""right"""	0	False	right
5.514393900011783	413.2889282226562	"""yellow"""	"""right"""	0	False	right
5.5311029000004055	423.5984252929687	"""yellow"""	"""right"""	0	False	right
5.547535100005916	432.8174194335937	"""yellow"""	"""right"""	0	False	right
5.563907600007951	441.6017578125	"""yellow"""	"""right"""	0	False	right
5.580487700004596	450.40953369140624	"""yellow"""	"""right"""	0	False	right
5.597537400011788	458.2121337890625	"""yellow"""	"""right"""	0	False	right
5.614693000010448	465.93951416015625	"""yellow"""	"""right"""	0	False	right
5.630842200000188	474.1832885742188	"""yellow"""	"""right"""	0	False	right
5.649435800005449	481.7858276367188	"""yellow"""	"""right"""	0	False	right
5.666668999998365	488.6785766601562	"""yellow"""	"""right"""	0	False	right
5.682271099998616	493.0802856445312	"""yellow"""	"""right"""	0	False	right
5.698761700012256	497.6841430664063	"""yellow"""	"""right"""	0	False	right
5.71592960000271	502.6890014648437	"""yellow"""	"""right"""	0	False	right
5.733204700009082	508.2490356445312	"""yellow"""	"""right"""	0	False	right
5.750028400012525	514.4678833007812	"""yellow"""	"""right"""	0	False	right
5.764128700000583	520.9802124023437	"""yellow"""	"""right"""	0	False	right
5.783493000009912	526.9290893554687	"""yellow"""	"""right"""	0	False	right
5.800471400012611	532.8174682617188	"""yellow"""	"""right"""	0	False	right
5.814193300000625	538.4596801757813	"""yellow"""	"""right"""	0	False	right
5.831143300005351	544.2721069335937	"""yellow"""	"""right"""	0	False	right
5.847866000010981	549.7520874023437	"""yellow"""	"""right"""	0	False	right
5.864655199999106	554.6986450195312	"""yellow"""	"""right"""	0	False	right
5.881246500008274	559.5837524414062	"""yellow"""	"""right"""	0	False	right
5.897749499999918	564.5429809570312	"""yellow"""	"""right"""	0	False	right
5.914490399998613	569.1951782226562	"""yellow"""	"""right"""	0	False	right
5.931095400010236	574.5078002929687	"""yellow"""	"""right"""	0	False	right
5.947682300000452	580.8240600585938	"""yellow"""	"""right"""	0	False	right
5.964341700004297	585.2579223632812	"""yellow"""	"""right"""	0	False	right
5.981102200006717	591.1401489257812	"""yellow"""	"""right"""	0	False	right
5.997857499998645	595.3922973632813	"""yellow"""	"""right"""	0	False	right
6.014332300008391	599.8980102539062	"""yellow"""	"""right"""	0	False	right
6.031298100002459	604.8001831054687	"""yellow"""	"""right"""	0	False	right
6.047403300006408	609.2946899414062	"""yellow"""	"""right"""	0	False	right
6.064689200007706	614.529638671875	"""yellow"""	"""right"""	0	False	right
6.081265100001474	619.801025390625	"""yellow"""	"""right"""	0	False	right
6.097834200001671	625.59375	"""yellow"""	"""right"""	0	False	right
6.114443099999335	631.34267578125	"""yellow"""	"""right"""	0	False	right
6.1310979000118095	636.5671874999999	"""yellow"""	"""right"""	0	False	right
6.147751199998311	641.085205078125	"""yellow"""	"""right"""	0	False	right
6.164332600004855	644.582373046875	"""yellow"""	"""right"""	0	False	right
6.1810286000109045	648.826171875	"""yellow"""	"""right"""	0	False	right
6.197796400010702	653.99765625	"""yellow"""	"""right"""	0	False	right
6.214448099999572	658.312646484375	"""yellow"""	"""right"""	0	False	right
6.231083100006799	663.751611328125	"""yellow"""	"""right"""	0	False	right
6.247987399998237	669.653759765625	"""yellow"""	"""right"""	0	False	right
6.264642000009189	674.283544921875	"""yellow"""	"""right"""	0	False	right
6.281083500012755	678.798779296875	"""yellow"""	"""right"""	0	False	right
6.297834400000284	683.98037109375	"""yellow"""	"""right"""	0	False	right
6.31445820000954	688.920263671875	"""yellow"""	"""right"""	0	False	right
6.331059100004495	694.82373046875	"""yellow"""	"""right"""	0	False	right
6.347781500007841	697.81552734375	"""yellow"""	"""right"""	0	False	right
6.364494599998579	706.328759765625	"""yellow"""	"""right"""	0	False	right
6.381131000001915	708.778564453125	"""yellow"""	"""right"""	0	False	right
6.397704600007273	714.2764160156249	"""yellow"""	"""right"""	0	False	right
6.414337300011539	720.333984375	"""yellow"""	"""right"""	0	False	right
6.431054200002109	725.6685058593749	"""yellow"""	"""right"""	0	False	right
6.447858600004111	731.312109375	"""yellow"""	"""right"""	0	False	right
6.464410400003544	736.951904296875	"""yellow"""	"""right"""	0	False	right
6.480764600011753	742.386181640625	"""yellow"""	"""right"""	0	False	right
6.49768369999947	747.41015625	"""yellow"""	"""right"""	0	False	right
6.514446200002567	752.7029296874999	"""yellow"""	"""right"""	0	False	right
6.5308918000082485	758.420361328125	"""yellow"""	"""right"""	0	False	right
6.547946600010619	763.067578125	"""yellow"""	"""right"""	0	False	right
6.564402500007418	767.384619140625	"""yellow"""	"""right"""	0	False	right
6.580549600010272	771.842431640625	"""yellow"""	"""right"""	0	False	right
6.597698099998524	776.45126953125	"""yellow"""	"""right"""	0	False	right
6.614143400001922	780.24580078125	"""yellow"""	"""right"""	0	False	right
6.632923199998913	783.38349609375	"""yellow"""	"""right"""	0	False	right
6.648230999999214	787.346630859375	"""yellow"""	"""right"""	0	False	right
6.664126600007876	791.159912109375	"""yellow"""	"""right"""	0	False	right
6.683794299999136	794.7688476562499	"""yellow"""	"""right"""	0	False	right
6.698721000007936	796.3289062499999	"""yellow"""	"""right"""	0	False	right
6.716003500012448	798.860595703125	"""yellow"""	"""right"""	0	False	right
6.730861100004404	803.183203125	"""yellow"""	"""right"""	0	False	right
6.749706500006141	806.90126953125	"""yellow"""	"""right"""	0	False	right
6.766843300007167	808.8029296875	"""yellow"""	"""right"""	0	False	right
