filename	acq_time
eeg/sub-04_task-ihc_acq-left_run-01_eeg.vhdr	2025-07-01T09:35:12.515000Z
eeg/sub-04_task-ihc_acq-left_run-02_eeg.vhdr	2025-07-01T09:51:49.241000Z
eeg/sub-04_task-ihc_acq-left_run-03_eeg.vhdr	2025-07-01T10:27:30.828000Z
eeg/sub-04_task-ihc_acq-left_run-04_eeg.vhdr	2025-07-01T10:37:08.548000Z
eeg/sub-04_task-ihc_acq-left_run-05_eeg.vhdr	2025-07-01T10:59:59.980000Z
eeg/sub-04_task-ihc_acq-left_run-06_eeg.vhdr	2025-07-01T11:16:43.959000Z
eeg/sub-04_task-ihc_acq-right_run-01_eeg.vhdr	2025-07-01T09:26:09.779000Z
eeg/sub-04_task-ihc_acq-right_run-02_eeg.vhdr	2025-07-01T09:42:46.682000Z
eeg/sub-04_task-ihc_acq-right_run-03_eeg.vhdr	2025-07-01T10:01:29.870000Z
eeg/sub-04_task-ihc_acq-right_run-04_eeg.vhdr	2025-07-01T10:13:53.521000Z
eeg/sub-04_task-ihc_acq-right_run-05_eeg.vhdr	2025-07-01T10:51:03.919000Z
eeg/sub-04_task-ihc_acq-right_run-06_eeg.vhdr	2025-07-01T11:09:48.029000Z
