onset	duration	trial_type	hand	congruency	direction	ball_color	hit
10.744140625	1.0	premove	right	incongruent	left	yellow	0
11.744140625	2.9501953125	execution	right	incongruent	left	yellow	1
14.6943359375	0.0	hit	right	incongruent	left	yellow	1
18.1962890625	1.0166015625	premove	right	congruent	left	red	0
19.212890625	2.84765625	execution	right	congruent	left	red	1
22.060546875	0.0	hit	right	congruent	left	red	1
25.2451171875	1.0	premove	right	incongruent	right	yellow	0
26.2451171875	2.4150390625	execution	right	incongruent	right	yellow	1
28.66015625	0.0	hit	right	incongruent	right	yellow	1
32.02734375	1.0	premove	right	congruent	right	red	0
33.02734375	1.8994140625	execution	right	congruent	right	red	1
34.9267578125	0.0	hit	right	congruent	right	red	1
38.310546875	1.001953125	premove	right	congruent	left	red	0
39.3125	2.033203125	execution	right	congruent	left	red	1
41.345703125	0.0	hit	right	congruent	left	red	1
43.2607421875	1.0	premove	right	congruent	left	red	0
44.2607421875	2.0322265625	execution	right	congruent	left	red	1
46.29296875	0.0	hit	right	congruent	left	red	1
49.693359375	1.0	premove	right	incongruent	right	yellow	0
50.693359375	2.7685546875	execution	right	incongruent	right	yellow	1
53.4619140625	0.0	hit	right	incongruent	right	yellow	1
56.59375	0.9990234375	premove	right	congruent	right	red	0
57.5927734375	1.982421875	execution	right	congruent	right	red	1
59.5751953125	0.0	hit	right	congruent	right	red	1
63.42578125	1.0	premove	right	incongruent	left	yellow	0
64.42578125	2.5498046875	execution	right	incongruent	left	yellow	1
66.9755859375	0.0	hit	right	incongruent	left	yellow	1
70.5439453125	0.998046875	premove	right	congruent	left	red	0
71.5419921875	2.5830078125	execution	right	congruent	left	red	1
74.125	0.0	hit	right	congruent	left	red	1
77.5087890625	1.0	premove	right	incongruent	right	yellow	0
78.5087890625	1.8662109375	execution	right	incongruent	right	yellow	1
80.375	0.0	hit	right	incongruent	right	yellow	1
83.3583984375	1.0	premove	right	congruent	right	red	0
84.3583984375	1.8828125	execution	right	congruent	right	red	1
86.2412109375	0.0	hit	right	congruent	right	red	1
89.8271484375	0.9970703125	premove	right	incongruent	left	yellow	0
90.82421875	2.7666015625	execution	right	incongruent	left	yellow	1
93.5908203125	0.0	hit	right	incongruent	left	yellow	1
96.69140625	1.0009765625	premove	right	congruent	left	red	0
97.6923828125	1.83203125	execution	right	congruent	left	red	1
99.5244140625	0.0	hit	right	congruent	left	red	1
102.673828125	1.0	premove	right	incongruent	right	yellow	0
103.673828125	2.400390625	execution	right	incongruent	right	yellow	1
106.07421875	0.0	hit	right	incongruent	right	yellow	1
109.0087890625	1.0	premove	right	congruent	right	red	0
110.0087890625	2.1005859375	execution	right	congruent	right	red	1
112.109375	0.0	hit	right	congruent	right	red	1
115.0078125	1.0146484375	premove	right	incongruent	left	yellow	0
116.0224609375	3.267578125	execution	right	incongruent	left	yellow	1
119.2900390625	0.0	hit	right	incongruent	left	yellow	1
123.40625	1.0	premove	right	congruent	left	red	0
124.40625	2.3828125	execution	right	congruent	left	red	1
126.7890625	0.0	hit	right	congruent	left	red	1
129.7392578125	1.0	premove	right	incongruent	right	yellow	0
130.7392578125	2.2333984375	execution	right	incongruent	right	yellow	1
132.97265625	0.0	hit	right	incongruent	right	yellow	1
136.322265625	1.0029296875	premove	right	congruent	right	red	0
137.3251953125	1.7802734375	execution	right	congruent	right	red	1
139.10546875	0.0	hit	right	congruent	right	red	1
141.921875	1.0	premove	right	incongruent	left	yellow	0
142.921875	2.8662109375	execution	right	incongruent	left	yellow	1
145.7880859375	0.0	hit	right	incongruent	left	yellow	1
148.9716796875	1.0	premove	right	congruent	left	red	0
149.9716796875	2.435546875	execution	right	congruent	left	red	1
152.4072265625	0.0	hit	right	congruent	left	red	1
155.48828125	1.0	premove	right	incongruent	right	yellow	0
156.48828125	2.5498046875	execution	right	incongruent	right	yellow	1
159.0380859375	0.0	hit	right	incongruent	right	yellow	1
161.7880859375	1.0	premove	right	congruent	right	red	0
162.7880859375	1.9833984375	execution	right	congruent	right	red	1
164.771484375	0.0	hit	right	congruent	right	red	1
169.2548828125	0.9990234375	premove	right	incongruent	left	yellow	0
170.25390625	2.4169921875	execution	right	incongruent	left	yellow	1
172.6708984375	0.0	hit	right	incongruent	left	yellow	1
175.8203125	1.0009765625	premove	right	congruent	left	red	0
176.8212890625	1.732421875	execution	right	congruent	left	red	1
178.5537109375	0.0	hit	right	congruent	left	red	1
182.103515625	1.0	premove	right	incongruent	right	yellow	0
183.103515625	2.31640625	execution	right	incongruent	right	yellow	1
185.419921875	0.0	hit	right	incongruent	right	yellow	1
188.703125	1.017578125	premove	right	congruent	right	red	0
189.720703125	2.3154296875	execution	right	congruent	right	red	1
192.0361328125	0.0	hit	right	congruent	right	red	1
195.435546875	1.0	premove	right	incongruent	left	yellow	0
196.435546875	3.1669921875	execution	right	incongruent	left	yellow	1
199.6025390625	0.0	hit	right	incongruent	left	yellow	1
202.51953125	0.9990234375	premove	right	congruent	left	red	0
203.5185546875	2.05078125	execution	right	congruent	left	red	1
205.5693359375	0.0	hit	right	congruent	left	red	1
208.619140625	1.0	premove	right	incongruent	right	yellow	0
209.619140625	2.5830078125	execution	right	incongruent	right	yellow	1
212.2021484375	0.0	hit	right	incongruent	right	yellow	1
215.068359375	1.0009765625	premove	right	congruent	right	red	0
216.0693359375	1.9658203125	execution	right	congruent	right	red	1
218.03515625	0.0	hit	right	congruent	right	red	1
221.068359375	1.0	premove	right	incongruent	left	yellow	0
222.068359375	2.216796875	execution	right	incongruent	left	yellow	1
224.28515625	0.0	hit	right	incongruent	left	yellow	1
227.134765625	1.0	premove	right	congruent	left	red	0
228.134765625	2.0	execution	right	congruent	left	red	1
230.134765625	0.0	hit	right	congruent	left	red	1
233.201171875	1.0	premove	right	incongruent	right	yellow	0
234.201171875	1.666015625	execution	right	incongruent	right	yellow	1
235.8671875	0.0	hit	right	incongruent	right	yellow	1
238.884765625	1.0	premove	right	congruent	right	red	0
239.884765625	2.1162109375	execution	right	congruent	right	red	1
242.0009765625	0.0	hit	right	congruent	right	red	1
244.951171875	1.0	premove	right	incongruent	left	yellow	0
245.951171875	2.8193359375	execution	right	incongruent	left	yellow	1
248.7705078125	0.0	hit	right	incongruent	left	yellow	1
252.283203125	1.0	premove	right	congruent	left	red	0
253.283203125	3.31640625	execution	right	congruent	left	red	1
256.599609375	0.0	hit	right	congruent	left	red	1
259.7998046875	1.0	premove	right	incongruent	right	yellow	0
260.7998046875	1.8330078125	execution	right	incongruent	right	yellow	1
262.6328125	0.0	hit	right	incongruent	right	yellow	1
265.25	1.001953125	premove	right	incongruent	left	yellow	0
266.251953125	1.48046875	execution	right	incongruent	left	yellow	1
267.732421875	0.0	hit	right	incongruent	left	yellow	1
270.533203125	1.0	premove	right	incongruent	left	yellow	0
271.533203125	2.3330078125	execution	right	incongruent	left	yellow	1
273.8662109375	0.0	hit	right	incongruent	left	yellow	1
276.7158203125	1.0	premove	right	congruent	left	red	0
277.7158203125	1.6669921875	execution	right	congruent	left	red	1
279.3828125	0.0	hit	right	congruent	left	red	1
282.3828125	1.0009765625	premove	right	incongruent	right	yellow	0
283.3837890625	2.7978515625	execution	right	incongruent	right	yellow	1
286.181640625	0.0	hit	right	incongruent	right	yellow	1
288.96484375	1.0	premove	right	congruent	right	red	0
289.96484375	1.7333984375	execution	right	congruent	right	red	1
291.6982421875	0.0	hit	right	congruent	right	red	1
294.548828125	1.001953125	premove	right	incongruent	left	yellow	0
295.55078125	2.314453125	execution	right	incongruent	left	yellow	1
297.865234375	0.0	hit	right	incongruent	left	yellow	1
300.96484375	1.0	premove	right	congruent	left	red	0
301.96484375	1.31640625	execution	right	congruent	left	red	1
303.28125	0.0	hit	right	congruent	left	red	1
306.4140625	1.0009765625	premove	right	incongruent	right	yellow	0
307.4150390625	2.115234375	execution	right	incongruent	right	yellow	1
309.5302734375	0.0	hit	right	incongruent	right	yellow	1
312.78125	1.0	premove	right	congruent	right	red	0
313.78125	2.19921875	execution	right	congruent	right	red	1
315.98046875	0.0	hit	right	congruent	right	red	1
318.81640625	0.9990234375	premove	right	incongruent	left	yellow	0
319.8154296875	2.78125	execution	right	incongruent	left	yellow	1
322.5966796875	0.0	hit	right	incongruent	left	yellow	1
325.630859375	0.9990234375	premove	right	congruent	left	red	0
326.6298828125	2.1171875	execution	right	congruent	left	red	1
328.7470703125	0.0	hit	right	congruent	left	red	1
331.7138671875	1.0	premove	right	incongruent	right	yellow	0
332.7138671875	2.7822265625	execution	right	incongruent	right	yellow	1
335.49609375	0.0	hit	right	incongruent	right	yellow	1
338.712890625	1.0	premove	right	congruent	right	red	0
339.712890625	1.5166015625	execution	right	congruent	right	red	1
341.2294921875	0.0	hit	right	congruent	right	red	1
344.1953125	1.01953125	premove	right	congruent	left	red	0
345.21484375	1.447265625	execution	right	congruent	left	red	1
346.662109375	0.0	hit	right	congruent	left	red	1
348.6298828125	1.0	premove	right	congruent	left	red	0
349.6298828125	2.0654296875	execution	right	congruent	left	red	1
351.6953125	0.0	hit	right	congruent	left	red	1
354.74609375	0.9990234375	premove	right	incongruent	right	yellow	0
355.7451171875	1.65234375	execution	right	incongruent	right	yellow	1
357.3974609375	0.0	hit	right	incongruent	right	yellow	1
360.37890625	1.0009765625	premove	right	congruent	right	red	0
361.3798828125	1.615234375	execution	right	congruent	right	red	1
362.9951171875	0.0	hit	right	congruent	right	red	1
