onset	duration	trial_type	hand	congruency	direction	ball_color	hit
2.3642578125	1.0	premove	left	incongruent	left	yellow	0
3.3642578125	3.7333984375	execution	left	incongruent	left	yellow	1
7.09765625	0.0	hit	left	incongruent	left	yellow	1
11.5966796875	1.0	premove	left	congruent	left	red	0
12.5966796875	2.4521484375	execution	left	congruent	left	red	1
15.048828125	0.0	hit	left	congruent	left	red	1
18.013671875	1.0009765625	premove	left	incongruent	right	yellow	0
19.0146484375	3.681640625	execution	left	incongruent	right	yellow	1
22.6962890625	0.0	hit	left	incongruent	right	yellow	1
25.896484375	1.0166015625	premove	left	congruent	right	red	0
26.9130859375	2.7998046875	execution	left	congruent	right	red	1
29.712890625	0.0	hit	left	congruent	right	red	1
33.11328125	1.0185546875	premove	left	incongruent	left	yellow	0
34.1318359375	3.630859375	execution	left	incongruent	left	yellow	1
37.7626953125	0.0	hit	left	incongruent	left	yellow	1
40.99609375	1.0	premove	left	congruent	left	red	0
41.99609375	2.783203125	execution	left	congruent	left	red	1
44.779296875	0.0	hit	left	congruent	left	red	1
47.912109375	1.0	premove	left	incongruent	right	yellow	0
48.912109375	2.3486328125	execution	left	incongruent	right	yellow	1
51.2607421875	0.0	hit	left	incongruent	right	yellow	1
54.544921875	1.0	premove	left	congruent	right	red	0
55.544921875	3.5498046875	execution	left	congruent	right	red	1
59.0947265625	0.0	hit	left	congruent	right	red	1
62.2958984375	0.9990234375	premove	left	incongruent	left	yellow	0
63.294921875	2.69921875	execution	left	incongruent	left	yellow	1
65.994140625	0.0	hit	left	incongruent	left	yellow	1
69.111328125	0.9990234375	premove	left	congruent	left	red	0
70.1103515625	2.685546875	execution	left	congruent	left	red	1
72.7958984375	0.0	hit	left	congruent	left	red	1
75.8798828125	1.0	premove	left	incongruent	right	yellow	0
76.8798828125	2.73046875	execution	left	incongruent	right	yellow	1
79.6103515625	0.0	hit	left	incongruent	right	yellow	1
82.962890625	1.0	premove	left	congruent	right	red	0
83.962890625	2.4638671875	execution	left	congruent	right	red	1
86.4267578125	0.0	hit	left	congruent	right	red	1
89.6435546875	1.0	premove	left	incongruent	left	yellow	0
90.6435546875	2.7333984375	execution	left	incongruent	left	yellow	1
93.376953125	0.0	hit	left	incongruent	left	yellow	1
96.8759765625	1.0009765625	premove	left	congruent	left	red	0
97.876953125	2.435546875	execution	left	congruent	left	red	1
100.3125	0.0	hit	left	congruent	left	red	1
103.576171875	1.0	premove	left	incongruent	right	yellow	0
104.576171875	2.751953125	execution	left	incongruent	right	yellow	1
107.328125	0.0	hit	left	incongruent	right	yellow	1
110.67578125	1.0	premove	left	congruent	right	red	0
111.67578125	2.8828125	execution	left	congruent	right	red	1
114.55859375	0.0	hit	left	congruent	right	red	1
117.9091796875	1.0	premove	left	incongruent	left	yellow	0
118.9091796875	4.1328125	execution	left	incongruent	left	yellow	1
123.0419921875	0.0	hit	left	incongruent	left	yellow	1
126.125	1.0	premove	left	congruent	left	red	0
127.125	3.349609375	execution	left	congruent	left	red	1
130.474609375	0.0	hit	left	congruent	left	red	1
133.3583984375	1.0	premove	left	incongruent	right	yellow	0
134.3583984375	3.8994140625	execution	left	incongruent	right	yellow	1
138.2578125	0.0	hit	left	incongruent	right	yellow	1
141.4248046875	1.015625	premove	left	congruent	right	red	0
142.4404296875	2.75	execution	left	congruent	right	red	1
145.1904296875	0.0	hit	left	congruent	right	red	1
148.3740234375	1.0	premove	left	incongruent	left	yellow	0
149.3740234375	4.619140625	execution	left	incongruent	left	yellow	1
153.9931640625	0.0	hit	left	incongruent	left	yellow	1
157.2236328125	1.0	premove	left	congruent	left	red	0
158.2236328125	4.4326171875	execution	left	congruent	left	red	1
162.65625	0.0	hit	left	congruent	left	red	1
165.92578125	1.0166015625	premove	left	incongruent	right	yellow	0
166.9423828125	3.697265625	execution	left	incongruent	right	yellow	1
170.6396484375	0.0	hit	left	incongruent	right	yellow	1
173.7734375	1.0	premove	left	congruent	right	red	0
174.7734375	2.9326171875	execution	left	congruent	right	red	1
177.7060546875	0.0	hit	left	congruent	right	red	1
180.7724609375	1.0	premove	left	incongruent	left	yellow	0
181.7724609375	2.9326171875	execution	left	incongruent	left	yellow	1
184.705078125	0.0	hit	left	incongruent	left	yellow	1
187.755859375	1.0	premove	left	congruent	left	red	0
188.755859375	2.716796875	execution	left	congruent	left	red	1
191.47265625	0.0	hit	left	congruent	left	red	1
194.48828125	1.0	premove	left	incongruent	right	yellow	0
