onset	duration	trial_type	hand	congruency	direction	ball_color	hit
4.41015625	1.0	premove	right	incongruent	left	yellow	0
5.41015625	2.1494140625	execution	right	incongruent	left	yellow	1
7.5595703125	0.0	hit	right	incongruent	left	yellow	1
9.7265625	1.0009765625	premove	right	congruent	left	red	0
10.7275390625	2.115234375	execution	right	congruent	left	red	1
12.8427734375	0.0	hit	right	congruent	left	red	1
14.9931640625	1.0	premove	right	incongruent	right	yellow	0
15.9931640625	2.4833984375	execution	right	incongruent	right	yellow	1
18.4765625	0.0	hit	right	incongruent	right	yellow	1
20.693359375	1.015625	premove	right	congruent	right	red	0
21.708984375	2.3671875	execution	right	congruent	right	red	1
24.076171875	0.0	hit	right	congruent	right	red	1
26.5419921875	1.0	premove	right	incongruent	left	yellow	0
27.5419921875	2.3671875	execution	right	incongruent	left	yellow	1
29.9091796875	0.0	hit	right	incongruent	left	yellow	1
32.1103515625	1.017578125	premove	right	congruent	left	red	0
33.1279296875	2.1806640625	execution	right	congruent	left	red	1
35.30859375	0.0	hit	right	congruent	left	red	1
37.42578125	1.0	premove	right	incongruent	right	yellow	0
38.42578125	2.4658203125	execution	right	incongruent	right	yellow	1
40.8916015625	0.0	hit	right	incongruent	right	yellow	1
42.9423828125	0.9990234375	premove	right	congruent	right	red	0
43.94140625	2.185546875	execution	right	congruent	right	red	1
46.126953125	0.0	hit	right	congruent	right	red	1
48.2080078125	1.0	premove	right	incongruent	left	yellow	0
49.2080078125	2.201171875	execution	right	incongruent	left	yellow	1
51.4091796875	0.0	hit	right	incongruent	left	yellow	1
53.6416015625	1.0	premove	right	congruent	left	red	0
54.6416015625	2.1162109375	execution	right	congruent	left	red	1
56.7578125	0.0	hit	right	congruent	left	red	1
59.1748046875	1.0	premove	right	incongruent	right	yellow	0
60.1748046875	2.44921875	execution	right	incongruent	right	yellow	1
62.6240234375	0.0	hit	right	incongruent	right	yellow	1
64.791015625	1.0	premove	right	congruent	right	red	0
65.791015625	2.2158203125	execution	right	congruent	right	red	1
68.0068359375	0.0	hit	right	congruent	right	red	1
70.2734375	1.0009765625	premove	right	incongruent	left	yellow	0
71.2744140625	2.517578125	execution	right	incongruent	left	yellow	1
73.7919921875	0.0	hit	right	incongruent	left	yellow	1
76.1904296875	1.0	premove	right	congruent	left	red	0
77.1904296875	2.4833984375	execution	right	congruent	left	red	1
79.673828125	0.0	hit	right	congruent	left	red	1
82.556640625	1.0	premove	right	incongruent	right	yellow	0
83.556640625	2.81640625	execution	right	incongruent	right	yellow	1
86.373046875	0.0	hit	right	incongruent	right	yellow	1
88.5234375	1.0	premove	right	congruent	right	red	0
89.5234375	2.099609375	execution	right	congruent	right	red	1
91.623046875	0.0	hit	right	congruent	right	red	1
93.8076171875	0.9990234375	premove	right	incongruent	left	yellow	0
94.806640625	2.8994140625	execution	right	incongruent	left	yellow	1
97.7060546875	0.0	hit	right	incongruent	left	yellow	1
99.8564453125	0.9990234375	premove	right	congruent	left	red	0
100.85546875	2.3359375	execution	right	congruent	left	red	1
103.19140625	0.0	hit	right	congruent	left	red	1
105.421875	1.0009765625	premove	right	incongruent	right	yellow	0
106.4228515625	2.982421875	execution	right	incongruent	right	yellow	1
109.4052734375	0.0	hit	right	incongruent	right	yellow	1
111.388671875	1.0009765625	premove	right	congruent	right	red	0
112.3896484375	2.298828125	execution	right	congruent	right	red	1
114.6884765625	0.0	hit	right	congruent	right	red	1
116.9384765625	1.0	premove	right	incongruent	left	yellow	0
117.9384765625	2.5830078125	execution	right	incongruent	left	yellow	1
120.521484375	0.0	hit	right	incongruent	left	yellow	1
122.6708984375	1.0	premove	right	congruent	left	red	0
123.6708984375	2.0166015625	execution	right	congruent	left	red	1
125.6875	0.0	hit	right	congruent	left	red	1
127.8544921875	1.0	premove	right	incongruent	right	yellow	0
128.8544921875	2.8837890625	execution	right	incongruent	right	yellow	1
131.73828125	0.0	hit	right	incongruent	right	yellow	1
133.9208984375	1.0	premove	right	congruent	right	red	0
134.9208984375	2.6669921875	execution	right	congruent	right	red	1
137.587890625	0.0	hit	right	congruent	right	red	1
139.87109375	1.0	premove	right	incongruent	left	yellow	0
140.87109375	2.666015625	execution	right	incongruent	left	yellow	1
143.537109375	0.0	hit	right	incongruent	left	yellow	1
145.787109375	1.0	premove	right	congruent	left	red	0
146.787109375	2.798828125	execution	right	congruent	left	red	1
149.5859375	0.0	hit	right	congruent	left	red	1
151.7216796875	1.0	premove	right	incongruent	right	yellow	0
152.7216796875	3.3310546875	execution	right	incongruent	right	yellow	1
156.052734375	0.0	hit	right	incongruent	right	yellow	1
158.00390625	0.9990234375	premove	right	congruent	right	red	0
159.0029296875	2.400390625	execution	right	congruent	right	red	1
161.4033203125	0.0	hit	right	congruent	right	red	1
163.736328125	1.0	premove	right	incongruent	left	yellow	0
164.736328125	2.849609375	execution	right	incongruent	left	yellow	1
167.5859375	0.0	hit	right	incongruent	left	yellow	1
169.802734375	1.0	premove	right	congruent	left	red	0
170.802734375	2.2509765625	execution	right	congruent	left	red	1
173.0537109375	0.0	hit	right	congruent	left	red	1
175.3193359375	1.0	premove	right	incongruent	right	yellow	0
176.3193359375	2.599609375	execution	right	incongruent	right	yellow	1
178.9189453125	0.0	hit	right	incongruent	right	yellow	1
180.953125	0.9990234375	premove	right	congruent	right	red	0
181.9521484375	1.849609375	execution	right	congruent	right	red	1
183.8017578125	0.0	hit	right	congruent	right	red	1
186.302734375	0.9990234375	premove	right	incongruent	left	yellow	0
187.3017578125	2.8662109375	execution	right	incongruent	left	yellow	1
190.16796875	0.0	hit	right	incongruent	left	yellow	1
192.5185546875	1.0	premove	right	congruent	left	red	0
193.5185546875	2.6357421875	execution	right	congruent	left	red	1
196.154296875	0.0	hit	right	congruent	left	red	1
198.3681640625	1.0	premove	right	incongruent	right	yellow	0
199.3681640625	3.1826171875	execution	right	incongruent	right	yellow	1
202.55078125	0.0	hit	right	incongruent	right	yellow	1
204.734375	1.0	premove	right	congruent	right	red	0
205.734375	2.68359375	execution	right	congruent	right	red	1
208.41796875	0.0	hit	right	congruent	right	red	1
210.734375	0.9990234375	premove	right	incongruent	left	yellow	0
211.7333984375	2.9833984375	execution	right	incongruent	left	yellow	1
214.716796875	0.0	hit	right	incongruent	left	yellow	1
217.150390625	1.0	premove	right	congruent	left	red	0
218.150390625	2.7001953125	execution	right	congruent	left	red	1
220.8505859375	0.0	hit	right	congruent	left	red	1
223.2001953125	1.0	premove	right	incongruent	right	yellow	0
224.2001953125	3.6328125	execution	right	incongruent	right	yellow	1
227.8330078125	0.0	hit	right	incongruent	right	yellow	1
230.06640625	1.0	premove	right	congruent	right	red	0
231.06640625	2.5341796875	execution	right	congruent	right	red	1
233.6005859375	0.0	hit	right	congruent	right	red	1
235.9501953125	1.0	premove	right	incongruent	left	yellow	0
236.9501953125	2.94921875	execution	right	incongruent	left	yellow	1
239.8994140625	0.0	hit	right	incongruent	left	yellow	1
242.19921875	1.0	premove	right	congruent	left	red	0
243.19921875	2.4658203125	execution	right	congruent	left	red	1
245.6650390625	0.0	hit	right	congruent	left	red	1
247.765625	1.0	premove	right	incongruent	right	yellow	0
248.765625	3.6494140625	execution	right	incongruent	right	yellow	1
252.4150390625	0.0	hit	right	incongruent	right	yellow	1
254.8662109375	0.9990234375	premove	right	congruent	right	red	0
255.865234375	2.25	execution	right	congruent	right	red	1
258.115234375	0.0	hit	right	congruent	right	red	1
260.3984375	1.0	premove	right	incongruent	left	yellow	0
261.3984375	2.68359375	execution	right	incongruent	left	yellow	1
264.08203125	0.0	hit	right	incongruent	left	yellow	1
266.3154296875	0.9990234375	premove	right	congruent	left	red	0
267.314453125	2.6005859375	execution	right	congruent	left	red	1
269.9150390625	0.0	hit	right	congruent	left	red	1
272.248046875	1.0	premove	right	incongruent	right	yellow	0
273.248046875	2.9501953125	execution	right	incongruent	right	yellow	1
276.1982421875	0.0	hit	right	incongruent	right	yellow	1
278.564453125	1.0	premove	right	congruent	right	red	0
