onset	duration	trial_type	hand	congruency	direction	ball_color	hit
6.7255859375	1.0	premove	left	n/a	n/a	n/a	0
7.7255859375	1.783203125	execution	left	n/a	n/a	n/a	1
9.5087890625	0.0	hit	left	n/a	n/a	n/a	1
17.025390625	1.001953125	premove	left	incongruent	left	yellow	0
18.02734375	1.6982421875	execution	left	incongruent	left	yellow	1
19.7255859375	0.0	hit	left	incongruent	left	yellow	1
23.55859375	1.0	premove	left	congruent	left	red	0
24.55859375	2.1494140625	execution	left	congruent	left	red	1
26.7080078125	0.0	hit	left	congruent	left	red	1
31.658203125	1.0	premove	left	incongruent	right	yellow	0
32.658203125	1.9326171875	execution	left	incongruent	right	yellow	1
34.5908203125	0.0	hit	left	incongruent	right	yellow	1
38.107421875	1.0009765625	premove	left	congruent	right	red	0
39.1083984375	2.8994140625	execution	left	congruent	right	red	1
42.0078125	0.0	hit	left	congruent	right	red	1
45.55859375	0.9990234375	premove	left	incongruent	left	yellow	0
46.5576171875	1.8837890625	execution	left	incongruent	left	yellow	1
48.44140625	0.0	hit	left	incongruent	left	yellow	1
51.1904296875	1.0	premove	left	congruent	left	red	0
52.1904296875	2.1162109375	execution	left	congruent	left	red	1
54.306640625	0.0	hit	left	congruent	left	red	1
60.4404296875	1.0	premove	left	incongruent	right	yellow	0
61.4404296875	1.8994140625	execution	left	incongruent	right	yellow	1
63.33984375	0.0	hit	left	incongruent	right	yellow	1
66.740234375	1.001953125	premove	left	congruent	right	red	0
67.7421875	2.2470703125	execution	left	congruent	right	red	1
69.9892578125	0.0	hit	left	congruent	right	red	1
73.056640625	0.9990234375	premove	left	incongruent	left	yellow	0
74.0556640625	1.333984375	execution	left	incongruent	left	yellow	1
75.3896484375	0.0	hit	left	incongruent	left	yellow	1
78.97265625	1.0029296875	premove	left	congruent	left	red	0
79.9755859375	1.7802734375	execution	left	congruent	left	red	1
81.755859375	0.0	hit	left	congruent	left	red	1
85.7890625	1.0009765625	premove	left	incongruent	right	yellow	0
86.7900390625	2.1982421875	execution	left	incongruent	right	yellow	1
88.98828125	0.0	hit	left	incongruent	right	yellow	1
92.1220703125	1.0	premove	left	congruent	right	red	0
93.1220703125	2.2666015625	execution	left	congruent	right	red	1
