filename	acq_time
eeg/sub-05_task-ihc_acq-left_run-01_eeg.vhdr	2025-07-01T19:13:29.598000Z
eeg/sub-05_task-ihc_acq-left_run-02_eeg.vhdr	2025-07-01T19:30:58.361000Z
eeg/sub-05_task-ihc_acq-left_run-03_eeg.vhdr	2025-07-01T19:44:21.997000Z
eeg/sub-05_task-ihc_acq-left_run-04_eeg.vhdr	2025-07-01T19:57:37.114000Z
eeg/sub-05_task-ihc_acq-left_run-05_eeg.vhdr	2025-07-01T20:09:25.234000Z
eeg/sub-05_task-ihc_acq-left_run-06_eeg.vhdr	2025-07-01T20:21:20.176000Z
eeg/sub-05_task-ihc_acq-right_run-01_eeg.vhdr	2025-07-01T19:23:26.392000Z
eeg/sub-05_task-ihc_acq-right_run-02_eeg.vhdr	2025-07-01T19:37:43.480000Z
eeg/sub-05_task-ihc_acq-right_run-03_eeg.vhdr	2025-07-01T19:51:08.432000Z
eeg/sub-05_task-ihc_acq-right_run-04_eeg.vhdr	2025-07-01T20:03:30.282000Z
eeg/sub-05_task-ihc_acq-right_run-05_eeg.vhdr	2025-07-01T20:15:19.554000Z
eeg/sub-05_task-ihc_acq-right_run-06_eeg.vhdr	2025-07-01T20:27:56.976000Z
